fromNode,toNode,weight,date,title
16316,13045,1,1995-07-18,Solving non-perturbative flow equations
16316,13334,1,1995-07-18,Solving non-perturbative flow equations
16316,14702,1,1995-07-18,Solving non-perturbative flow equations
16315,11957,1,1995-07-18,An elegant solution of the n-body Toda problem
16315,13132,1,1995-07-18,An elegant solution of the n-body Toda problem
16322,12670,1,1995-07-20,Batalin-Tyutin Quantization of the Chiral Schwinger Model
16322,12671,1,1995-07-20,Batalin-Tyutin Quantization of the Chiral Schwinger Model
16322,13557,1,1995-07-20,Batalin-Tyutin Quantization of the Chiral Schwinger Model
16322,14566,1,1995-07-20,Batalin-Tyutin Quantization of the Chiral Schwinger Model
16324,10541,1,1995-07-20,Calculation Rule for Aoyama-Tamra's Prescription for Path Integral with
16323,12848,1,1995-07-20,A Topological Bound for Electroweak Vortices from Supersymmetry
16323,14160,1,1995-07-20,A Topological Bound for Electroweak Vortices from Supersymmetry
16323,14351,1,1995-07-20,A Topological Bound for Electroweak Vortices from Supersymmetry
16323,15440,1,1995-07-20,A Topological Bound for Electroweak Vortices from Supersymmetry
16323,16176,1,1995-07-20,A Topological Bound for Electroweak Vortices from Supersymmetry
16337,10444,1,1995-07-21,Generalized Mathai-Quillen Topological Sigma Models
16337,14963,1,1995-07-21,Generalized Mathai-Quillen Topological Sigma Models
16333,12029,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,12062,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,13241,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,13271,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,14069,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,14160,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,14351,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,14725,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,14830,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,14837,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,15132,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,15173,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,15181,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,15237,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,15407,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,15604,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,15716,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,15744,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,15756,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,15794,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,15847,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,15886,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,15931,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,15961,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,16003,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,16013,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,16062,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,16111,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,16144,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,16146,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,16185,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,16216,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,16261,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16333,16281,1,1995-07-21,Non-perturbative monodromies in N=2 heterotic string vacua
16332,11540,1,1995-07-21,T-duality and spacetime supersymmetry
16332,11645,1,1995-07-21,T-duality and spacetime supersymmetry
16332,12380,1,1995-07-21,T-duality and spacetime supersymmetry
16332,12751,1,1995-07-21,T-duality and spacetime supersymmetry
16332,13241,1,1995-07-21,T-duality and spacetime supersymmetry
16332,13645,1,1995-07-21,T-duality and spacetime supersymmetry
16332,14077,1,1995-07-21,T-duality and spacetime supersymmetry
16332,14316,1,1995-07-21,T-duality and spacetime supersymmetry
16332,14505,1,1995-07-21,T-duality and spacetime supersymmetry
16332,14671,1,1995-07-21,T-duality and spacetime supersymmetry
16332,14774,1,1995-07-21,T-duality and spacetime supersymmetry
16332,15400,1,1995-07-21,T-duality and spacetime supersymmetry
16332,15850,1,1995-07-21,T-duality and spacetime supersymmetry
16332,16182,1,1995-07-21,T-duality and spacetime supersymmetry
16331,14401,1,1995-07-21,Valley Instanton in the Gauge-Higgs System
16342,10995,1,1995-07-24,The Role of Temperature in a Dimensional Approach to QCD_3
16342,12073,1,1995-07-24,The Role of Temperature in a Dimensional Approach to QCD_3
16342,12294,1,1995-07-24,The Role of Temperature in a Dimensional Approach to QCD_3
16342,12820,1,1995-07-24,The Role of Temperature in a Dimensional Approach to QCD_3
16342,13942,1,1995-07-24,The Role of Temperature in a Dimensional Approach to QCD_3
16342,14194,1,1995-07-24,The Role of Temperature in a Dimensional Approach to QCD_3
16342,14778,1,1995-07-24,The Role of Temperature in a Dimensional Approach to QCD_3
16349,15347,1,1995-07-25,On certain cosmological relics of the early string dynamics
16349,15765,1,1995-07-25,On certain cosmological relics of the early string dynamics
16349,15912,1,1995-07-25,On certain cosmological relics of the early string dynamics
16349,16282,1,1995-07-25,On certain cosmological relics of the early string dynamics
16355,14160,1,1995-07-25,"Extended superspace, higher derivatives and SL(2, Z) duality"
16355,14351,1,1995-07-25,"Extended superspace, higher derivatives and SL(2, Z) duality"
16355,16113,1,1995-07-25,"Extended superspace, higher derivatives and SL(2, Z) duality"
16361,10332,1,1995-07-26,"Folds, Bosonization and non-triviality of the classical limit of 2D"
16361,10515,1,1995-07-26,"Folds, Bosonization and non-triviality of the classical limit of 2D"
16361,10785,1,1995-07-26,"Folds, Bosonization and non-triviality of the classical limit of 2D"
16361,10982,1,1995-07-26,"Folds, Bosonization and non-triviality of the classical limit of 2D"
16361,11210,1,1995-07-26,"Folds, Bosonization and non-triviality of the classical limit of 2D"
16361,11241,1,1995-07-26,"Folds, Bosonization and non-triviality of the classical limit of 2D"
16361,11309,1,1995-07-26,"Folds, Bosonization and non-triviality of the classical limit of 2D"
16361,11789,1,1995-07-26,"Folds, Bosonization and non-triviality of the classical limit of 2D"
16361,12592,1,1995-07-26,"Folds, Bosonization and non-triviality of the classical limit of 2D"
16361,13402,1,1995-07-26,"Folds, Bosonization and non-triviality of the classical limit of 2D"
16361,14552,1,1995-07-26,"Folds, Bosonization and non-triviality of the classical limit of 2D"
16361,14812,1,1995-07-26,"Folds, Bosonization and non-triviality of the classical limit of 2D"
16361,15244,1,1995-07-26,"Folds, Bosonization and non-triviality of the classical limit of 2D"
16361,15605,1,1995-07-26,"Folds, Bosonization and non-triviality of the classical limit of 2D"
16361,15647,1,1995-07-26,"Folds, Bosonization and non-triviality of the classical limit of 2D"
16361,15795,1,1995-07-26,"Folds, Bosonization and non-triviality of the classical limit of 2D"
16358,10363,1,1995-07-26,Chiral Anomaly and Effective Field Theory for the Quantum Hall Liquid
16358,11227,1,1995-07-26,Chiral Anomaly and Effective Field Theory for the Quantum Hall Liquid
16358,12273,1,1995-07-26,Chiral Anomaly and Effective Field Theory for the Quantum Hall Liquid
16358,13852,1,1995-07-26,Chiral Anomaly and Effective Field Theory for the Quantum Hall Liquid
16363,12558,1,1995-07-26,The Decay of Magnetic Fields in Kaluza-Klein Theory
16363,13090,1,1995-07-26,The Decay of Magnetic Fields in Kaluza-Klein Theory
16363,13271,1,1995-07-26,The Decay of Magnetic Fields in Kaluza-Klein Theory
16363,14725,1,1995-07-26,The Decay of Magnetic Fields in Kaluza-Klein Theory
16363,15604,1,1995-07-26,The Decay of Magnetic Fields in Kaluza-Klein Theory
16376,10818,1,1995-07-27,On Factorizing Correlation Functions in String Theory Using Loop
16376,13271,1,1995-07-27,On Factorizing Correlation Functions in String Theory Using Loop
16376,14437,1,1995-07-27,On Factorizing Correlation Functions in String Theory Using Loop
16376,15604,1,1995-07-27,On Factorizing Correlation Functions in String Theory Using Loop
16369,15158,1,1995-07-27,Fuzzy Mass Relations in the Standard Model
16369,15339,1,1995-07-27,Fuzzy Mass Relations in the Standard Model
16369,16039,1,1995-07-27,Fuzzy Mass Relations in the Standard Model
16369,16081,1,1995-07-27,Fuzzy Mass Relations in the Standard Model
16369,16148,1,1995-07-27,Fuzzy Mass Relations in the Standard Model
16364,14160,1,1995-07-27,Prepotentials in N=2 SU(2) Supersymmetric Yang-Mills Theory with
16364,14296,1,1995-07-27,Prepotentials in N=2 SU(2) Supersymmetric Yang-Mills Theory with
16364,14351,1,1995-07-27,Prepotentials in N=2 SU(2) Supersymmetric Yang-Mills Theory with
16364,14830,1,1995-07-27,Prepotentials in N=2 SU(2) Supersymmetric Yang-Mills Theory with
16364,15638,1,1995-07-27,Prepotentials in N=2 SU(2) Supersymmetric Yang-Mills Theory with
16364,15806,1,1995-07-27,Prepotentials in N=2 SU(2) Supersymmetric Yang-Mills Theory with
16364,15921,1,1995-07-27,Prepotentials in N=2 SU(2) Supersymmetric Yang-Mills Theory with
16364,15933,1,1995-07-27,Prepotentials in N=2 SU(2) Supersymmetric Yang-Mills Theory with
16364,15956,1,1995-07-27,Prepotentials in N=2 SU(2) Supersymmetric Yang-Mills Theory with
16364,16003,1,1995-07-27,Prepotentials in N=2 SU(2) Supersymmetric Yang-Mills Theory with
16364,16265,1,1995-07-27,Prepotentials in N=2 SU(2) Supersymmetric Yang-Mills Theory with
16368,13759,1,1995-07-27,Solvable Potentials from Supersymmetric Quantum Mechanics
16377,10825,1,1995-07-27,"Fivebranes, Membranes and Non-Perturbative String Theory"
16377,14725,1,1995-07-27,"Fivebranes, Membranes and Non-Perturbative String Theory"
16377,15271,1,1995-07-27,"Fivebranes, Membranes and Non-Perturbative String Theory"
16377,15407,1,1995-07-27,"Fivebranes, Membranes and Non-Perturbative String Theory"
16377,15604,1,1995-07-27,"Fivebranes, Membranes and Non-Perturbative String Theory"
16377,15685,1,1995-07-27,"Fivebranes, Membranes and Non-Perturbative String Theory"
16377,15756,1,1995-07-27,"Fivebranes, Membranes and Non-Perturbative String Theory"
16377,15794,1,1995-07-27,"Fivebranes, Membranes and Non-Perturbative String Theory"
16377,15847,1,1995-07-27,"Fivebranes, Membranes and Non-Perturbative String Theory"
16377,15961,1,1995-07-27,"Fivebranes, Membranes and Non-Perturbative String Theory"
16377,16013,1,1995-07-27,"Fivebranes, Membranes and Non-Perturbative String Theory"
16377,16157,1,1995-07-27,"Fivebranes, Membranes and Non-Perturbative String Theory"
16377,16173,1,1995-07-27,"Fivebranes, Membranes and Non-Perturbative String Theory"
16377,16179,1,1995-07-27,"Fivebranes, Membranes and Non-Perturbative String Theory"
16377,16216,1,1995-07-27,"Fivebranes, Membranes and Non-Perturbative String Theory"
16377,16280,1,1995-07-27,"Fivebranes, Membranes and Non-Perturbative String Theory"
16381,10488,1,1995-07-28,Non-Linear Supersymmetric $\sigma $-Models and their Gauging in the
16381,10491,1,1995-07-28,Non-Linear Supersymmetric $\sigma $-Models and their Gauging in the
16381,10811,1,1995-07-28,Non-Linear Supersymmetric $\sigma $-Models and their Gauging in the
16381,13673,1,1995-07-28,Non-Linear Supersymmetric $\sigma $-Models and their Gauging in the
16381,14914,1,1995-07-28,Non-Linear Supersymmetric $\sigma $-Models and their Gauging in the
16381,15211,1,1995-07-28,Non-Linear Supersymmetric $\sigma $-Models and their Gauging in the
16385,10903,1,1995-07-29,On field theory quantization around instantons
16385,11273,1,1995-07-29,On field theory quantization around instantons
16385,12132,1,1995-07-29,On field theory quantization around instantons
16385,12650,1,1995-07-29,On field theory quantization around instantons
16385,13879,1,1995-07-29,On field theory quantization around instantons
16385,14831,1,1995-07-29,On field theory quantization around instantons
16385,14959,1,1995-07-29,On field theory quantization around instantons
16385,15443,1,1995-07-29,On field theory quantization around instantons
16385,15757,1,1995-07-29,On field theory quantization around instantons
16386,12062,1,1995-07-30,N=1 String Duality
16386,13696,1,1995-07-30,N=1 String Duality
16386,14110,1,1995-07-30,N=1 String Duality
16386,14160,1,1995-07-30,N=1 String Duality
16386,14250,1,1995-07-30,N=1 String Duality
16386,14725,1,1995-07-30,N=1 String Duality
16386,15604,1,1995-07-30,N=1 String Duality
16386,15737,1,1995-07-30,N=1 String Duality
16386,15756,1,1995-07-30,N=1 String Duality
16386,15961,1,1995-07-30,N=1 String Duality
16386,16013,1,1995-07-30,N=1 String Duality
16386,16144,1,1995-07-30,N=1 String Duality
16386,16146,1,1995-07-30,N=1 String Duality
16386,16179,1,1995-07-30,N=1 String Duality
16386,16248,1,1995-07-30,N=1 String Duality
16386,16261,1,1995-07-30,N=1 String Duality
16386,16281,1,1995-07-30,N=1 String Duality
16393,14160,1,1995-08-01,Exact Results And Soft Breaking Masses In Supersymmetric Gauge Theory
16393,14351,1,1995-08-01,Exact Results And Soft Breaking Masses In Supersymmetric Gauge Theory
16393,14400,1,1995-08-01,Exact Results And Soft Breaking Masses In Supersymmetric Gauge Theory
16393,14830,1,1995-08-01,Exact Results And Soft Breaking Masses In Supersymmetric Gauge Theory
16393,14837,1,1995-08-01,Exact Results And Soft Breaking Masses In Supersymmetric Gauge Theory
16393,15132,1,1995-08-01,Exact Results And Soft Breaking Masses In Supersymmetric Gauge Theory
16393,15638,1,1995-08-01,Exact Results And Soft Breaking Masses In Supersymmetric Gauge Theory
16393,15659,1,1995-08-01,Exact Results And Soft Breaking Masses In Supersymmetric Gauge Theory
16393,15956,1,1995-08-01,Exact Results And Soft Breaking Masses In Supersymmetric Gauge Theory
16393,16113,1,1995-08-01,Exact Results And Soft Breaking Masses In Supersymmetric Gauge Theory
16393,16249,1,1995-08-01,Exact Results And Soft Breaking Masses In Supersymmetric Gauge Theory
16397,10342,1,1995-08-02,Monte Carlo study of exact S-matrix duality in non simply laced affine
16397,10408,1,1995-08-02,Monte Carlo study of exact S-matrix duality in non simply laced affine
16397,10773,1,1995-08-02,Monte Carlo study of exact S-matrix duality in non simply laced affine
16397,11835,1,1995-08-02,Monte Carlo study of exact S-matrix duality in non simply laced affine
16397,11903,1,1995-08-02,Monte Carlo study of exact S-matrix duality in non simply laced affine
16397,13660,1,1995-08-02,Monte Carlo study of exact S-matrix duality in non simply laced affine
16397,16237,1,1995-08-02,Monte Carlo study of exact S-matrix duality in non simply laced affine
16404,10707,1,1995-08-04,Critical Behavior of Simplicial Chiral Models
16404,15155,1,1995-08-04,Critical Behavior of Simplicial Chiral Models
16404,16215,1,1995-08-04,Critical Behavior of Simplicial Chiral Models
16401,12172,1,1995-08-04,Integrable Field Theories derived from 4D Self-dual Gravity
16401,14416,1,1995-08-04,Integrable Field Theories derived from 4D Self-dual Gravity
16406,12660,1,1995-08-04,Momentum Scale Expansion of Sharp Cutoff Flow Equations
16406,13542,1,1995-08-04,Momentum Scale Expansion of Sharp Cutoff Flow Equations
16406,13641,1,1995-08-04,Momentum Scale Expansion of Sharp Cutoff Flow Equations
16406,13893,1,1995-08-04,Momentum Scale Expansion of Sharp Cutoff Flow Equations
16406,14070,1,1995-08-04,Momentum Scale Expansion of Sharp Cutoff Flow Equations
16406,14702,1,1995-08-04,Momentum Scale Expansion of Sharp Cutoff Flow Equations
16406,14887,1,1995-08-04,Momentum Scale Expansion of Sharp Cutoff Flow Equations
16407,10801,1,1995-08-04,General properties of the decay amplitudes for massless particles
16407,12201,1,1995-08-04,General properties of the decay amplitudes for massless particles
16407,14864,1,1995-08-04,General properties of the decay amplitudes for massless particles
16407,15321,1,1995-08-04,General properties of the decay amplitudes for massless particles
16409,10460,1,1995-08-04,The Kazhdan-Lusztig conjecture for W-algebras
16409,11055,1,1995-08-04,The Kazhdan-Lusztig conjecture for W-algebras
16409,11523,1,1995-08-04,The Kazhdan-Lusztig conjecture for W-algebras
16409,11584,1,1995-08-04,The Kazhdan-Lusztig conjecture for W-algebras
16409,11766,1,1995-08-04,The Kazhdan-Lusztig conjecture for W-algebras
16409,12601,1,1995-08-04,The Kazhdan-Lusztig conjecture for W-algebras
16409,12971,1,1995-08-04,The Kazhdan-Lusztig conjecture for W-algebras
16409,13552,1,1995-08-04,The Kazhdan-Lusztig conjecture for W-algebras
16409,14473,1,1995-08-04,The Kazhdan-Lusztig conjecture for W-algebras
16413,11033,1,1995-08-05,"Gravitating, Gravitational and Dilatonic Sphalerons"
16413,11178,1,1995-08-05,"Gravitating, Gravitational and Dilatonic Sphalerons"
16413,11400,1,1995-08-05,"Gravitating, Gravitational and Dilatonic Sphalerons"
16413,12826,1,1995-08-05,"Gravitating, Gravitational and Dilatonic Sphalerons"
16413,13920,1,1995-08-05,"Gravitating, Gravitational and Dilatonic Sphalerons"
16413,14568,1,1995-08-05,"Gravitating, Gravitational and Dilatonic Sphalerons"
16413,14731,1,1995-08-05,"Gravitating, Gravitational and Dilatonic Sphalerons"
16413,14735,1,1995-08-05,"Gravitating, Gravitational and Dilatonic Sphalerons"
16413,15381,1,1995-08-05,"Gravitating, Gravitational and Dilatonic Sphalerons"
16415,11251,1,1995-08-07,Non Scale-Invariant Topological Landau-Ginzburg Models
16415,13038,1,1995-08-07,Non Scale-Invariant Topological Landau-Ginzburg Models
16415,14103,1,1995-08-07,Non Scale-Invariant Topological Landau-Ginzburg Models
16415,14205,1,1995-08-07,Non Scale-Invariant Topological Landau-Ginzburg Models
16415,15367,1,1995-08-07,Non Scale-Invariant Topological Landau-Ginzburg Models
16415,15508,1,1995-08-07,Non Scale-Invariant Topological Landau-Ginzburg Models
16415,15977,1,1995-08-07,Non Scale-Invariant Topological Landau-Ginzburg Models
16415,16120,1,1995-08-07,Non Scale-Invariant Topological Landau-Ginzburg Models
16416,10705,1,1995-08-07,Non-Hermitian quantum canonical variables and the generalized ladder
16416,11562,1,1995-08-07,Non-Hermitian quantum canonical variables and the generalized ladder
16416,11563,1,1995-08-07,Non-Hermitian quantum canonical variables and the generalized ladder
16416,11957,1,1995-08-07,Non-Hermitian quantum canonical variables and the generalized ladder
16416,13131,1,1995-08-07,Non-Hermitian quantum canonical variables and the generalized ladder
16421,14493,1,1995-08-07,Building GUTs from strings
16421,14567,1,1995-08-07,Building GUTs from strings
16421,14755,1,1995-08-07,Building GUTs from strings
16421,16047,1,1995-08-07,Building GUTs from strings
16430,11310,1,1995-08-09,Stainless super p-branes
16430,11433,1,1995-08-09,Stainless super p-branes
16430,12110,1,1995-08-09,Stainless super p-branes
16430,15157,1,1995-08-09,Stainless super p-branes
16430,15271,1,1995-08-09,Stainless super p-branes
16427,10481,1,1995-08-09,"Quantizing the (0,4) Supersymmetric ADHM Sigma Model"
16427,12212,1,1995-08-09,"Quantizing the (0,4) Supersymmetric ADHM Sigma Model"
16427,12241,1,1995-08-09,"Quantizing the (0,4) Supersymmetric ADHM Sigma Model"
16427,14624,1,1995-08-09,"Quantizing the (0,4) Supersymmetric ADHM Sigma Model"
16427,14863,1,1995-08-09,"Quantizing the (0,4) Supersymmetric ADHM Sigma Model"
16427,15019,1,1995-08-09,"Quantizing the (0,4) Supersymmetric ADHM Sigma Model"
16427,15827,1,1995-08-09,"Quantizing the (0,4) Supersymmetric ADHM Sigma Model"
16427,16341,1,1995-08-09,"Quantizing the (0,4) Supersymmetric ADHM Sigma Model"
16434,12062,1,1995-08-10,N=1 Heterotic-Supergravity Duality and Joyce Manifolds
16434,14160,1,1995-08-10,N=1 Heterotic-Supergravity Duality and Joyce Manifolds
16434,14725,1,1995-08-10,N=1 Heterotic-Supergravity Duality and Joyce Manifolds
16434,14909,1,1995-08-10,N=1 Heterotic-Supergravity Duality and Joyce Manifolds
16434,15237,1,1995-08-10,N=1 Heterotic-Supergravity Duality and Joyce Manifolds
16434,15604,1,1995-08-10,N=1 Heterotic-Supergravity Duality and Joyce Manifolds
16434,15756,1,1995-08-10,N=1 Heterotic-Supergravity Duality and Joyce Manifolds
16434,15931,1,1995-08-10,N=1 Heterotic-Supergravity Duality and Joyce Manifolds
16434,15961,1,1995-08-10,N=1 Heterotic-Supergravity Duality and Joyce Manifolds
16434,16013,1,1995-08-10,N=1 Heterotic-Supergravity Duality and Joyce Manifolds
16434,16144,1,1995-08-10,N=1 Heterotic-Supergravity Duality and Joyce Manifolds
16434,16146,1,1995-08-10,N=1 Heterotic-Supergravity Duality and Joyce Manifolds
16434,16248,1,1995-08-10,N=1 Heterotic-Supergravity Duality and Joyce Manifolds
16434,16261,1,1995-08-10,N=1 Heterotic-Supergravity Duality and Joyce Manifolds
16434,16281,1,1995-08-10,N=1 Heterotic-Supergravity Duality and Joyce Manifolds
16434,16386,1,1995-08-10,N=1 Heterotic-Supergravity Duality and Joyce Manifolds
16435,11153,1,1995-08-10,Identical Particles and Quantum Symmetries
16435,11160,1,1995-08-10,Identical Particles and Quantum Symmetries
16435,12089,1,1995-08-10,Identical Particles and Quantum Symmetries
16435,13015,1,1995-08-10,Identical Particles and Quantum Symmetries
16435,13055,1,1995-08-10,Identical Particles and Quantum Symmetries
16435,13593,1,1995-08-10,Identical Particles and Quantum Symmetries
16435,15039,1,1995-08-10,Identical Particles and Quantum Symmetries
16435,15040,1,1995-08-10,Identical Particles and Quantum Symmetries
16436,13005,1,1995-08-11,Supersymmetric Generalization of the Tensor Matter Fields
16436,14146,1,1995-08-11,Supersymmetric Generalization of the Tensor Matter Fields
16436,14323,1,1995-08-11,Supersymmetric Generalization of the Tensor Matter Fields
16440,13274,1,1995-08-11,Remarks on supersymmetric effective actions and supersymmetry breaking
16440,13303,1,1995-08-11,Remarks on supersymmetric effective actions and supersymmetry breaking
16440,13334,1,1995-08-11,Remarks on supersymmetric effective actions and supersymmetry breaking
16440,14351,1,1995-08-11,Remarks on supersymmetric effective actions and supersymmetry breaking
16440,14699,1,1995-08-11,Remarks on supersymmetric effective actions and supersymmetry breaking
16440,15168,1,1995-08-11,Remarks on supersymmetric effective actions and supersymmetry breaking
16440,15659,1,1995-08-11,Remarks on supersymmetric effective actions and supersymmetry breaking
16440,16057,1,1995-08-11,Remarks on supersymmetric effective actions and supersymmetry breaking
16440,16113,1,1995-08-11,Remarks on supersymmetric effective actions and supersymmetry breaking
16440,16120,1,1995-08-11,Remarks on supersymmetric effective actions and supersymmetry breaking
16440,16249,1,1995-08-11,Remarks on supersymmetric effective actions and supersymmetry breaking
16440,16393,1,1995-08-11,Remarks on supersymmetric effective actions and supersymmetry breaking
16443,10790,1,1995-08-13,Heterotic-Type II String Duality and the H-Monopole Problem
16443,12062,1,1995-08-13,Heterotic-Type II String Duality and the H-Monopole Problem
16443,13241,1,1995-08-13,Heterotic-Type II String Duality and the H-Monopole Problem
16443,13271,1,1995-08-13,Heterotic-Type II String Duality and the H-Monopole Problem
16443,14183,1,1995-08-13,Heterotic-Type II String Duality and the H-Monopole Problem
16443,14725,1,1995-08-13,Heterotic-Type II String Duality and the H-Monopole Problem
16443,15237,1,1995-08-13,Heterotic-Type II String Duality and the H-Monopole Problem
16443,15604,1,1995-08-13,Heterotic-Type II String Duality and the H-Monopole Problem
16443,15737,1,1995-08-13,Heterotic-Type II String Duality and the H-Monopole Problem
16443,15756,1,1995-08-13,Heterotic-Type II String Duality and the H-Monopole Problem
16447,11635,1,1995-08-14,"Thermodynamic Properties, Phases and Classical Vacua of Two Dimensional"
16447,11752,1,1995-08-14,"Thermodynamic Properties, Phases and Classical Vacua of Two Dimensional"
16447,15435,1,1995-08-14,"Thermodynamic Properties, Phases and Classical Vacua of Two Dimensional"
16446,10505,1,1995-08-14,MINBU Distribution of Two Dimensional Quantum Gravity: Simulation Result
16446,11752,1,1995-08-14,MINBU Distribution of Two Dimensional Quantum Gravity: Simulation Result
16446,15435,1,1995-08-14,MINBU Distribution of Two Dimensional Quantum Gravity: Simulation Result
16455,11432,1,1995-08-15,An Alternative Dimensional Reduction Prescription
16457,11601,1,1995-08-15,N=2 Extremal Black Holes
16457,12241,1,1995-08-15,N=2 Extremal Black Holes
16457,15407,1,1995-08-15,N=2 Extremal Black Holes
16457,16140,1,1995-08-15,N=2 Extremal Black Holes
16457,16147,1,1995-08-15,N=2 Extremal Black Holes
16457,16258,1,1995-08-15,N=2 Extremal Black Holes
16457,16379,1,1995-08-15,N=2 Extremal Black Holes
16462,10979,1,1995-08-16,Infrared behavior of Closed Superstrings in Strong Magnetic and
16462,11105,1,1995-08-16,Infrared behavior of Closed Superstrings in Strong Magnetic and
16462,11140,1,1995-08-16,Infrared behavior of Closed Superstrings in Strong Magnetic and
16462,11645,1,1995-08-16,Infrared behavior of Closed Superstrings in Strong Magnetic and
16462,11864,1,1995-08-16,Infrared behavior of Closed Superstrings in Strong Magnetic and
16462,12106,1,1995-08-16,Infrared behavior of Closed Superstrings in Strong Magnetic and
16462,12954,1,1995-08-16,Infrared behavior of Closed Superstrings in Strong Magnetic and
16462,13330,1,1995-08-16,Infrared behavior of Closed Superstrings in Strong Magnetic and
16462,14870,1,1995-08-16,Infrared behavior of Closed Superstrings in Strong Magnetic and
16462,14952,1,1995-08-16,Infrared behavior of Closed Superstrings in Strong Magnetic and
16462,15228,1,1995-08-16,Infrared behavior of Closed Superstrings in Strong Magnetic and
16462,15374,1,1995-08-16,Infrared behavior of Closed Superstrings in Strong Magnetic and
16462,15520,1,1995-08-16,Infrared behavior of Closed Superstrings in Strong Magnetic and
16462,16085,1,1995-08-16,Infrared behavior of Closed Superstrings in Strong Magnetic and
16462,16107,1,1995-08-16,Infrared behavior of Closed Superstrings in Strong Magnetic and
16462,16453,1,1995-08-16,Infrared behavior of Closed Superstrings in Strong Magnetic and
16463,11255,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,11419,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,11443,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,11642,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,11934,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,12004,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,12992,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,13461,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,13667,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,13921,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,14339,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,14383,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,14608,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,14795,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,15017,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,15035,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,15084,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,15128,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,15172,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
16463,15291,1,1995-08-17,Fermionic solution of the Andrews-Baxter-Forrester model II: proof of
